URL,Property Name,Rating,Normal Price,Price after Discount,Number of remaining rooms,District
https://mamikos.com/room/kost-kabupaten-sukoharjo-kost-putri-eksklusif-kost-singgahsini-nurdiwanti-ums-tipe-a-kartasura-sukoharjo?redirection_source=promo%20ngebut%20kos%20lp,Kost Singgahsini House of AOCA Tipe A Kartasura Sukoharjo,0,Rp1.100.000,Rp990.000,Sisa 1 kamar,Kartasura
https://mamikos.com/room/kost-kabupaten-sleman-kost-putri-murah-kost-apik-rizki-dhira-ii-tipe-b-condongcatur-yogyakarta?redirection_source=promo%20ngebut%20kos%20lp,Kost Apik Amalia Sardonoharjo Tipe B Ngaglik Sleman,4.4,Rp775.000,Rp697.500,Sisa 4 kamar,Ngaglik
https://mamikos.com/room/kost-kota-yogyakarta-kost-putra-eksklusif-kost-singgahsini-timoho-rumah-daun-tipe-a-yogyakarta-1?redirection_source=promo%20ngebut%20kos%20lp,Kost Apik Amalia Sardonoharjo Tipe A Ngaglik Sleman,4.8,Rp1.200.000,Rp1.080.000,0,Ngaglik
https://mamikos.com/room/kost-kota-semarang-kost-putra-murah-kost-apik-undip-lppu-17-tipe-b-tembalang-semarang-1?redirection_source=promo%20ngebut%20kos%20lp,Kost Apik Asrama Ibu Suminah Tipe A Pogung Yogyakarta,4.3,Rp1.030.000,Rp999.100,0,Mlati
https://mamikos.com/room/kost-kabupaten-sleman-kost-putra-eksklusif-kost-singgahsini-arkana-sadewa-tipe-b-yogyakarta?redirection_source=promo%20ngebut%20kos%20lp,Kost Singgahsini Graha Els Solo Square Tipe A Surakarta,4.7,Rp1.400.000,Rp1.260.000,Sisa 2 kamar,Laweyan
https://mamikos.com/room/kost-kota-surakarta-kost-putri-eksklusif-kost-singgahsini-griya-assa-solo-square-tipe-b-laweyan-surakarta?redirection_source=promo%20ngebut%20kos%20lp,Kost Apik Omah Oma Syariah Tipe C Laweyan Surakarta,4.4,Rp750.000,Rp675.000,0,Laweyan
https://mamikos.com/room/kost-sleman-kost-putri-eksklusif-kost-apik-aira-amikom-tipe-a-wedomartani-yogyakarta-1?redirection_source=promo%20ngebut%20kos%20lp,Kost Singgahsini Kataji Tipe A Sinduadi Yogyakarta,4.7,Rp1.690.000,Rp1.639.300,Sisa 1 kamar,Mlati
https://mamikos.com/room/kost-kota-semarang-kost-putra-eksklusif-kost-singgahsini-griya-addaro-tipe-a-rejosari-semarang-1?redirection_source=promo%20ngebut%20kos%20lp,Kost Singgahsini Coteca BINUS Anggrek Tipe A Rawa Belong Jakarta Barat,4.4,Rp1.820.000,Rp1.729.000,Sisa 1 kamar,Kecamatan Palmerah
https://mamikos.com/room/kost-surakarta-kost-putra-murah-kost-apik-karyasari-tipe-a-laweyan-surakarta-1?redirection_source=promo%20ngebut%20kos%20lp,Kost Apik Meruya Selatan Tipe A Kembangan Jakarta Barat,4.7,Rp1.390.000,Rp1.320.500,Sisa 1 kamar,Kecamatan Kembangan
https://mamikos.com/room/kost-sleman-kost-putri-eksklusif-kost-singgahsini-omah-anggur-tipe-a-seturan-yogyakarta-1?redirection_source=promo%20ngebut%20kos%20lp,Kost Singgahsini STAN PJMI Tipe A Pondok Aren Tangerang Selatan,4.6,Rp1.300.000,Rp1.235.000,Sisa 1 kamar,Pondok Aren
https://mamikos.com/room/kost-kabupaten-sleman-kost-putri-eksklusif-kost-apik-alpukat-akininda-tipe-b-condongcatur-yogyakarta-?redirection_source=promo%20ngebut%20kos%20lp,Kost Singgahsini Griya Shan Tipe C Maguwoharjo Yogyakarta,0,Rp1.750.000,Rp1.662.500,Sisa 1 kamar,Depok
https://mamikos.com/room/kost-kota-semarang-kost-campur-eksklusif-kost-apik-tentrem-kedung-pane-tipe-a-ngaliyan-semarang?redirection_source=promo%20ngebut%20kos%20lp,Kost Singgahsini Rahayu UNY Tipe B Yogyakarta,4.9,Rp1.750.000,Rp1.575.000,Sisa 1 kamar,Kecamatan Depok
https://mamikos.com/room/kost-sleman-kost-putri-eksklusif-kost-singgahsini-alpukat-rania-tipe-b-condong-catur-yogyakarta-1?redirection_source=promo%20ngebut%20kos%20lp,Kost Singgahsini Griya Shan Tipe D Maguwoharjo Yogyakarta,0,Rp1.650.000,Rp1.534.500,Sisa 4 kamar,Depok
https://mamikos.com/room/kost-kabupaten-sleman-kost-putri-eksklusif-kost-apik-alpukat-akininda-tipe-a-condongcatur-yogyakarta-?redirection_source=promo%20ngebut%20kos%20lp,Kost Apik Pajajaran Timur 14B Tipe A Banjarsari Surakarta,4.9,Rp1.300.000,Rp1.209.000,Sisa 3 kamar,Banjarsari
https://mamikos.com/room/kost-sleman-kost-putra-eksklusif-kost-singgahsini-omah-agatha-tipe-a-babarsari-yogyakarta-1?redirection_source=promo%20ngebut%20kos%20lp,Kost Singgahsini Prasetyo UII Tipe B Kaliurang Yogyakarta,0,Rp1.650.000,Rp1.485.000,Sisa 1 kamar,Ngaglik
https://mamikos.com/room/kost-kota-semarang-kost-putri-eksklusif-kost-singgahsini-lia-kalicari-tipe-a-pedurungan-semarang?redirection_source=promo%20ngebut%20kos%20lp,Kost Apik Melati II Tipe B Banyumanik Semarang,4.5,Rp800.000,Rp720.000,Sisa 1 kamar,Kecamatan Banyumanik
https://mamikos.com/room/kost-sleman-kost-putri-eksklusif-kost-singgahsini-omah-anggur-tipe-c-seturan-yogyakarta-1?redirection_source=promo%20ngebut%20kos%20lp,Kost Apik Ayomi Tipe C Tembalang Semarang,4.8,Rp1.325.000,Rp1.192.500,Sisa 1 kamar,Tembalang
https://mamikos.com/room/kost-kota-yogyakarta-kost-putri-eksklusif-kost-apik-ratna-dr-wahidin-tipe-a-klitren-yogyakarta?redirection_source=promo%20ngebut%20kos%20lp,Kost Apik Sinergi Tipe B Yogyakarta,4.4,Rp800.000,Rp760.000,0,Ngemplak
https://mamikos.com/room/kost-sleman-kost-putri-eksklusif-kost-singgahsini-omah-anggur-tipe-d-seturan-yogyakarta-1?redirection_source=promo%20ngebut%20kos%20lp,Kost Apik Sinergi Tipe C Yogyakarta,0,Rp700.000,Rp630.000,0,Ngemplak
https://mamikos.com/room/kost-kota-yogyakarta-kost-putri-eksklusif-kost-apik-ratna-dr-wahidin-tipe-b-klitren-yogyakarta?redirection_source=promo%20ngebut%20kos%20lp,Kost Singgahsini Omah Daysa Tipe A Yogyakarta,5.0,Rp1.700.000,Rp1.581.000,Sisa 2 kamar,Kecamatan Ngaglik
https://mamikos.com/room/kost-sleman-kost-putri-eksklusif-kost-singgahsini-bellaluna-tipe-a-maguwoharjo-yogyakarta-1?redirection_source=promo%20ngebut%20kos%20lp,Kost Singgahsini House of AOCA Tipe A Kartasura Sukoharjo,0,Rp1.100.000,Rp990.000,Sisa 1 kamar,Kartasura
https://mamikos.com/room/kost-kabupaten-sleman-kost-putra-eksklusif-kost-apik-paski-tipe-a-lempongsari-yogyakarta?redirection_source=promo%20ngebut%20kos%20lp,Kost Apik Amalia Sardonoharjo Tipe B Ngaglik Sleman,4.4,Rp775.000,Rp697.500,Sisa 4 kamar,Ngaglik
https://mamikos.com/room/kost-surakarta-kost-putri-murah-kost-apik-aisyah-tipe-c-jebres-surakarta-1?redirection_source=promo%20ngebut%20kos%20lp,Kost Apik Amalia Sardonoharjo Tipe A Ngaglik Sleman,4.8,Rp1.200.000,Rp1.080.000,0,Ngaglik
https://mamikos.com/room/kost-kabupaten-sleman-kost-putri-eksklusif-kost-singgahsini-citra-tipe-b-upn-yogyakarta-1?redirection_source=promo%20ngebut%20kos%20lp,Kost Apik Asrama Ibu Suminah Tipe A Pogung Yogyakarta,4.3,Rp1.030.000,Rp999.100,0,Mlati
https://mamikos.com/room/kost-kabupaten-sleman-kost-campur-eksklusif-kost-singgahsini-felysia-condongcatur-yogyakarta?redirection_source=promo%20ngebut%20kos%20lp,Kost Singgahsini Graha Els Solo Square Tipe A Surakarta,4.7,Rp1.400.000,Rp1.260.000,Sisa 2 kamar,Laweyan
https://mamikos.com/room/kost-sleman-kost-putri-eksklusif-kost-singgahsini-kalyana-prime-tipe-a-seturan-yogyakarta-1?redirection_source=promo%20ngebut%20kos%20lp,Kost Apik Omah Oma Syariah Tipe C Laweyan Surakarta,4.4,Rp750.000,Rp675.000,0,Laweyan
https://mamikos.com/room/kost-kabupaten-sleman-kost-putra-murah-kost-apik-muslim-kopen-jakal-yogyakarta-1?redirection_source=promo%20ngebut%20kos%20lp,Kost Singgahsini Kataji Tipe A Sinduadi Yogyakarta,4.7,Rp1.690.000,Rp1.639.300,Sisa 1 kamar,Mlati
https://mamikos.com/room/kost-kota-yogyakarta-kost-putri-eksklusif-kost-singgahsini-bumay-syariah-tipe-a-nitikan-yogyakarta-1?redirection_source=promo%20ngebut%20kos%20lp,Kost Singgahsini Coteca BINUS Anggrek Tipe A Rawa Belong Jakarta Barat,4.4,Rp1.820.000,Rp1.729.000,Sisa 1 kamar,Kecamatan Palmerah
https://mamikos.com/room/kost-kabupaten-sleman-kost-putri-eksklusif-kost-singgahsini-the-locita-exclusive-uii-kaliurang-yogyakarta-1?redirection_source=promo%20ngebut%20kos%20lp,Kost Apik Meruya Selatan Tipe A Kembangan Jakarta Barat,4.7,Rp1.390.000,Rp1.320.500,Sisa 1 kamar,Kecamatan Kembangan
https://mamikos.com/room/kost-kabupaten-sleman-kost-putri-murah-kost-apik-pondok-trio-tipe-a-maguwoharjo-yogyakarta-1?redirection_source=promo%20ngebut%20kos%20lp,Kost Singgahsini STAN PJMI Tipe A Pondok Aren Tangerang Selatan,4.6,Rp1.300.000,Rp1.235.000,Sisa 1 kamar,Pondok Aren
https://mamikos.com/room/kost-kabupaten-sleman-kost-putri-murah-kost-apik-pondok-trio-tipe-b-maguwoharjo-yogyakarta--1?redirection_source=promo%20ngebut%20kos%20lp,Kost Singgahsini Griya Shan Tipe C Maguwoharjo Yogyakarta,0,Rp1.750.000,Rp1.662.500,Sisa 1 kamar,Depok
https://mamikos.com/room/kost-sleman-kost-putri-eksklusif-kost-singgahsini-kalyana-prime-tipe-b-seturan-yogyakarta-1?redirection_source=promo%20ngebut%20kos%20lp,Kost Singgahsini Rahayu UNY Tipe B Yogyakarta,4.9,Rp1.750.000,Rp1.575.000,Sisa 1 kamar,Kecamatan Depok
https://mamikos.com/room/kost-kabupaten-sleman-kost-putri-murah-kost-apik-pondok-trio-tipe-c-maguwoharjo-yogyakarta--1?redirection_source=promo%20ngebut%20kos%20lp,Kost Singgahsini Griya Shan Tipe D Maguwoharjo Yogyakarta,0,Rp1.650.000,Rp1.534.500,Sisa 4 kamar,Depok
https://mamikos.com/room/kost-sleman-kost-putra-eksklusif-kost-singgahsini-kanaka-allana-tipe-a-sinduharjo-yogyakarta?redirection_source=promo%20ngebut%20kos%20lp,Kost Apik Pajajaran Timur 14B Tipe A Banjarsari Surakarta,4.9,Rp1.300.000,Rp1.209.000,Sisa 3 kamar,Banjarsari
https://mamikos.com/room/kost-sleman-kost-putri-eksklusif-kost-singgahsini-griya-moerti-residence-pandega-padma-yogyakarta?redirection_source=promo%20ngebut%20kos%20lp,Kost Singgahsini Prasetyo UII Tipe B Kaliurang Yogyakarta,0,Rp1.650.000,Rp1.485.000,Sisa 1 kamar,Ngaglik
https://mamikos.com/room/kost-kabupaten-sleman-kost-putri-eksklusif-kost-singgahsini-reneo-tipe-a-monjali-yogyakarta?redirection_source=promo%20ngebut%20kos%20lp,Kost Apik Melati II Tipe B Banyumanik Semarang,4.5,Rp800.000,Rp720.000,Sisa 1 kamar,Kecamatan Banyumanik
https://mamikos.com/room/kost-sleman-kost-putra-eksklusif-kost-singgahsini-kanaka-allana-tipe-b-sinduharjo-yogyakarta?redirection_source=promo%20ngebut%20kos%20lp,Kost Apik Ayomi Tipe C Tembalang Semarang,4.8,Rp1.325.000,Rp1.192.500,Sisa 1 kamar,Tembalang
https://mamikos.com/room/kost-sleman-kost-putra-eksklusif-kost-singgahsini-bae-residence-tipe-a-jakal-yogyakarta?redirection_source=promo%20ngebut%20kos%20lp,Kost Apik Sinergi Tipe B Yogyakarta,4.4,Rp800.000,Rp760.000,0,Ngemplak
https://mamikos.com/room/kost-kabupaten-sleman-kost-putri-eksklusif-kost-singgahsini-rumah-erha-jalan-kaliurang-yogyakarta-1?redirection_source=promo%20ngebut%20kos%20lp,Kost Apik Sinergi Tipe C Yogyakarta,0,Rp700.000,Rp630.000,0,Ngemplak
https://mamikos.com/room/kost-sleman-kost-putra-eksklusif-kost-singgahsini-bae-residence-tipe-b-jakal-yogyakarta?redirection_source=promo%20ngebut%20kos%20lp,Kost Singgahsini Omah Daysa Tipe A Yogyakarta,5.0,Rp1.700.000,Rp1.581.000,Sisa 2 kamar,Kecamatan Ngaglik
https://mamikos.com/room/kost-kabupaten-sleman-kost-putri-murah-kost-singgahsini-rahayu-tipe-a-condongcatur-yogyakarta-1?redirection_source=promo%20ngebut%20kos%20lp,Kost Singgahsini House of AOCA Tipe A Kartasura Sukoharjo,0,Rp1.100.000,Rp990.000,Sisa 1 kamar,Kartasura
https://mamikos.com/room/kost-kabupaten-sleman-kost-campur-eksklusif-kost-singgahsini-bobok-manis-tipe-a-maguwoharjo-sleman?redirection_source=promo%20ngebut%20kos%20lp,Kost Apik Amalia Sardonoharjo Tipe B Ngaglik Sleman,4.4,Rp775.000,Rp697.500,Sisa 4 kamar,Ngaglik
https://mamikos.com/room/kost-sumedang-kost-campur-murah-kost-apik-pondok-hegar-tipe-c-jatinangor-sumedang-1?redirection_source=promo%20ngebut%20kos%20lp,Kost Apik Amalia Sardonoharjo Tipe A Ngaglik Sleman,4.8,Rp1.200.000,Rp1.080.000,0,Ngaglik
https://mamikos.com/room/kost-kota-bandung-kost-campur-eksklusif-kost-singgahsini-arcadia-batununggal-bandung?redirection_source=promo%20ngebut%20kos%20lp,Kost Apik Asrama Ibu Suminah Tipe A Pogung Yogyakarta,4.3,Rp1.030.000,Rp999.100,0,Mlati
https://mamikos.com/room/kost-kota-bekasi-kost-campur-eksklusif-kost-singgahsini-margahayu-tipe-a-bekasi?redirection_source=promo%20ngebut%20kos%20lp,Kost Singgahsini Graha Els Solo Square Tipe A Surakarta,4.7,Rp1.400.000,Rp1.260.000,Sisa 2 kamar,Laweyan
https://mamikos.com/room/kost-kota-jakarta-utara-kost-campur-eksklusif-kost-apik-klabat-tipe-a-tanjung-priok-jakarta-utara?redirection_source=promo%20ngebut%20kos%20lp,Kost Apik Omah Oma Syariah Tipe C Laweyan Surakarta,4.4,Rp750.000,Rp675.000,0,Laweyan
https://mamikos.com/room/kost-kota-bekasi-kost-campur-eksklusif-kost-singgahsini-margahayu-tipe-b-bekasi?redirection_source=promo%20ngebut%20kos%20lp,Kost Singgahsini Kataji Tipe A Sinduadi Yogyakarta,4.7,Rp1.690.000,Rp1.639.300,Sisa 1 kamar,Mlati
https://mamikos.com/room/kost-kota-jakarta-utara-kost-campur-eksklusif-kost-apik-klabat-tipe-b-tanjung-priok-jakarta-utara?redirection_source=promo%20ngebut%20kos%20lp,Kost Singgahsini Coteca BINUS Anggrek Tipe A Rawa Belong Jakarta Barat,4.4,Rp1.820.000,Rp1.729.000,Sisa 1 kamar,Kecamatan Palmerah
https://mamikos.com/room/kost-jakarta-timur-kost-putri-eksklusif-kost-singgahsini-mutiara-hati-tipe-a-cipinang-muara-jakarta-timur-2?redirection_source=promo%20ngebut%20kos%20lp,Kost Apik Meruya Selatan Tipe A Kembangan Jakarta Barat,4.7,Rp1.390.000,Rp1.320.500,Sisa 1 kamar,Kecamatan Kembangan
https://mamikos.com/room/kost-kota-jakarta-barat-kost-campur-eksklusif-kost-singgahsini-bes-tipe-a-taman-sari-jakarta-barat-2?redirection_source=promo%20ngebut%20kos%20lp,Kost Singgahsini STAN PJMI Tipe A Pondok Aren Tangerang Selatan,4.6,Rp1.300.000,Rp1.235.000,Sisa 1 kamar,Pondok Aren
https://mamikos.com/room/kost-kota-jakarta-timur-kost-campur-eksklusif-kost-singgahsini-da-quinta-kelapa-sawit-tipe-b-duren-sawit-jakarta-timur?redirection_source=promo%20ngebut%20kos%20lp,Kost Singgahsini Griya Shan Tipe C Maguwoharjo Yogyakarta,0,Rp1.750.000,Rp1.662.500,Sisa 1 kamar,Depok
https://mamikos.com/room/kost-jakarta-utara-kost-putri-eksklusif-kost-apik-dahlia-i-tipe-d-kelapa-gading-jakarta-utara-1?redirection_source=promo%20ngebut%20kos%20lp,Kost Singgahsini Rahayu UNY Tipe B Yogyakarta,4.9,Rp1.750.000,Rp1.575.000,Sisa 1 kamar,Kecamatan Depok
https://mamikos.com/room/kost-jakarta-utara-kost-putri-eksklusif-kost-apik-dahlia-i-tipe-c-kelapa-gading-jakarta-utara-1?redirection_source=promo%20ngebut%20kos%20lp,Kost Singgahsini Griya Shan Tipe D Maguwoharjo Yogyakarta,0,Rp1.650.000,Rp1.534.500,Sisa 4 kamar,Depok
